         8319170 function calls (8259836 primitive calls) in 50.108 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      153    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       14    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
      128    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
      162    0.000    0.000    0.000    0.000 expr.py:256(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:273(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:322(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:327(f)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:385(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:757(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:781(Expr)
        1    0.000    0.000    0.001    0.001 expressions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 expressions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:220(Arity)
        1    0.000    0.000    0.000    0.000 expressions.py:239(_OperationMeta)
       14    0.000    0.000    0.000    0.000 expressions.py:246(__init__)
        2    0.000    0.000    0.000    0.000 expressions.py:274(__call__)
        2    0.000    0.000    0.000    0.000 expressions.py:290(_simplify)
        1    0.000    0.000    0.000    0.000 expressions.py:319(Operation)
        2    0.000    0.000    0.000    0.000 expressions.py:368(__init__)
        2    0.000    0.000    0.000    0.000 expressions.py:403(_count_operands)
        1    0.000    0.000    0.000    0.000 expressions.py:41(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 expressions.py:605(AssociativeOperation)
        1    0.000    0.000    0.000    0.000 expressions.py:614(CommutativeOperation)
        3    0.000    0.000    0.000    0.000 expressions.py:615(__subclasshook__)
        1    0.000    0.000    0.000    0.000 expressions.py:628(OneIdentityOperation)
        1    0.000    0.000    0.000    0.000 expressions.py:637(Atom)
        1    0.000    0.000    0.000    0.000 expressions.py:643(Symbol)
        1    0.000    0.000    0.000    0.000 expressions.py:653(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:700(Wildcard)
        1    0.000    0.000    0.000    0.000 expressions.py:74(Expression)
        3    0.000    0.000    0.000    0.000 expressions.py:86(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:882(SymbolWildcard)
        1    0.000    0.000    0.000    0.000 expressions.py:934(Pattern)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       14    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
       14    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:177(NDArrayBackedExtensionIndex)
      120    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1472(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1502(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1520(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:270(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:326(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 fallback_provider.py:1(<module>)
        2    0.000    0.000    0.048    0.024 fallback_provider.py:11(_evaluator)
        1    0.000    0.000    0.000    0.000 fallback_provider.py:42(FallbackEvaluator)
        1    0.000    0.000    0.000    0.000 fallback_provider.py:6(FallbackProvider)
        1    0.000    0.000    0.000    0.000 fallback_provider.py:7(__init__)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        4    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       36    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.014    0.014 feedparser.py:5(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       36    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:126(RequestField)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.074    0.074 figure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:120(SubplotParams)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
        1    0.000    0.000    0.000    0.000 figure.py:1922(SubFigure)
        1    0.000    0.000    0.000    0.000 figure.py:2136(Figure)
        1    0.000    0.000    0.000    0.000 figure.py:55(_AxesStack)
        1    0.000    0.000    0.001    0.001 figureoptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:227(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:241(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:27(FileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:298(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:326(Open)
        1    0.000    0.000    0.000    0.000 filedialog.py:346(SaveAs)
        1    0.000    0.000    0.000    0.000 filedialog.py:353(Directory)
        1    0.000    0.000    0.000    0.000 fileio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fileio.py:109(TarExtractAll)
       18    0.000    0.000    0.000    0.000 fileio.py:110(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:138(RelativePath)
      192    0.000    0.000    0.000    0.000 fileio.py:139(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:152(ReTar)
        1    0.000    0.000    0.000    0.000 fileio.py:153(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:177(GzipExtract)
       96    0.000    0.000    0.000    0.000 fileio.py:178(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:190(Bz2Extract)
        1    0.000    0.000    0.000    0.000 fileio.py:191(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:203(Lz4Extract)
        1    0.000    0.000    0.000    0.000 fileio.py:204(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:21(IterStream)
        1    0.000    0.000    0.000    0.000 fileio.py:217(ZipExtract)
      108    0.000    0.000    0.000    0.000 fileio.py:218(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:234(ZipExtractCache)
       13    0.000    0.000    0.000    0.000 fileio.py:235(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:254(StringFile)
        1    0.000    0.000    0.000    0.000 fileio.py:269(PackageDataFile)
        1    0.000    0.000    0.000    0.000 fileio.py:270(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:45(Cache)
      132    0.000    0.000    0.000    0.000 fileio.py:46(__init__)
        1    0.000    0.000    0.000    0.000 fileio.py:88(TarExtract)
       71    0.000    0.000    0.000    0.000 fileio.py:89(__init__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.002    0.002 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
      704    0.001    0.000    0.001    0.000 flags.py:47(__init__)
      699    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
      699    0.001    0.000    0.001    0.000 flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:180(FloatingArray)
        1    0.000    0.000    0.000    0.000 floating.py:358(Float32Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:365(Float64Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:41(FloatingDtype)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.005    0.005 font_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:1015(FontManager)
        1    0.000    0.000    0.003    0.003 font_manager.py:1429(_load_fontmanager)
        1    0.000    0.000    0.000    0.000 font_manager.py:350(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:576(FontProperties)
        1    0.000    0.000    0.000    0.000 font_manager.py:937(_JSONEncoder)
      509    0.001    0.000    0.002    0.000 font_manager.py:955(_json_decode)
        1    0.000    0.000    0.003    0.003 font_manager.py:997(json_load)
        1    0.000    0.000    0.124    0.124 fontconfig_pattern.py:1(<module>)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
        2    0.000    0.000    0.004    0.002 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1002(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 format.py:1019(__init__)
        1    0.000    0.000    0.607    0.607 format.py:1131(to_csv)
        1    0.000    0.000    0.000    0.000 format.py:1319(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1425(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1597(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1608(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1636(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1807(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1820(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:198(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1999(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:262(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:422(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:423(__init__)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:475(get_adjustment)
        1    0.000    0.000    0.000    0.000 format.py:554(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 format.py:560(__init__)
        1    0.000    0.000    0.000    0.000 format.py:629(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 format.py:633(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 format.py:661(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 format.py:666(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 format.py:679(_initialize_justify)
        1    0.000    0.000    0.000    0.000 format.py:685(_initialize_columns)
        1    0.000    0.000    0.000    0.000 format.py:693(_initialize_colspace)
        1    0.000    0.000    0.000    0.000 format.py:717(_calc_max_cols_fitted)
        1    0.000    0.000    0.000    0.000 format.py:728(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 format.py:747(_adjust_max_rows)
        2    0.000    0.000    0.000    0.000 format.py:761(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 format.py:785(truncate)
        7    0.000    0.000    0.000    0.000 fractions.py:302(_operator_fallbacks)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.054    0.054 frame.py:1(<module>)
        9    0.000    0.000    0.007    0.001 frame.py:1327(itertuples)
       50    0.000    0.000    0.005    0.000 frame.py:1400(<genexpr>)
        6    0.000    0.000    0.000    0.000 frame.py:1413(__len__)
      259    0.001    0.000    0.010    0.000 frame.py:3411(_ixs)
      621    0.006    0.000    0.148    0.000 frame.py:3463(__getitem__)
      200    0.001    0.000    0.091    0.000 frame.py:3530(_getitem_bool_array)
        3    0.000    0.000    0.000    0.000 frame.py:3883(_ensure_valid_index)
      259    0.001    0.000    0.005    0.000 frame.py:3906(_box_col_values)
       26    0.000    0.000    0.000    0.000 frame.py:3920(_clear_item_cache)
      417    0.001    0.000    0.013    0.000 frame.py:3923(_get_item_cache)
        3    0.000    0.000    0.003    0.001 frame.py:4375(insert)
        3    0.000    0.000    0.002    0.001 frame.py:4509(_sanitize_column)
        1    0.000    0.000    0.003    0.003 frame.py:459(DataFrame)
        4    0.000    0.000    0.003    0.001 frame.py:4800(drop)
        5    0.000    0.000    0.062    0.012 frame.py:4958(rename)
        1    0.000    0.000    0.001    0.001 frame.py:5626(reset_index)
      237    0.000    0.000    0.000    0.000 frame.py:578(_constructor)
      242    0.001    0.000    0.267    0.001 frame.py:587(__init__)
        1    0.000    0.000    0.000    0.000 frame.py:7589(groupby)
       75    0.000    0.000    0.000    0.000 frame.py:804(axes)
        3    0.000    0.000    0.058    0.019 frame.py:9320(merge)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:206(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:434(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.008    0.008 fromnumeric.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1701(_ravel_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1705(ravel)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2249(any)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2876(_prod_dispatcher)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2881(prod)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:52(_wrapfunc)
       37    0.000    0.000    0.001    0.000 fromnumeric.py:70(_wrapreduction)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:835(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:839(sort)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:995(_argsort_dispatcher)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:999(argsort)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:18(FrozenList)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:37(__init__)
      205    0.000    0.000    0.000    0.000 function.py:49(__call__)
        2    0.000    0.000    0.007    0.003 function_base.py:1(<module>)
       30    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
        4    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
       30    0.001    0.000    0.002    0.000 function_base.py:23(linspace)
      235    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
      274    0.000    0.000    0.000    0.000 function_base.py:419(_needs_add_docstring)
        5    0.000    0.000    0.000    0.000 function_base.py:4232(_delete_dispatcher)
        5    0.000    0.000    0.000    0.000 function_base.py:4236(delete)
      274    0.000    0.000    0.001    0.000 function_base.py:437(_add_docstring)
        3    0.000    0.000    0.000    0.000 function_base.py:4417(_insert_dispatcher)
        3    0.000    0.000    0.000    0.000 function_base.py:4421(insert)
      274    0.001    0.000    0.003    0.000 function_base.py:451(add_newdoc)
        4    0.000    0.000    0.000    0.000 function_base.py:4612(_append_dispatcher)
        4    0.000    0.000    0.000    0.000 function_base.py:4616(append)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        1    0.000    0.000    0.007    0.007 functions.py:2(<module>)
     1441    0.005    0.000    0.010    0.000 functools.py:34(update_wrapper)
       37    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       36    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
     1401    0.001    0.000    0.001    0.000 functools.py:64(wraps)
        3    0.000    0.000    0.000    0.000 functools.py:796(singledispatch)
       12    0.000    0.000    0.000    0.000 functools.py:837(register)
        6    0.000    0.000    0.000    0.000 functools.py:846(<lambda>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gdeval_provider.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gdeval_provider.py:11(GdevalProvider)
        1    0.000    0.000    0.000    0.000 gdeval_provider.py:45(GdevalEvaluator)
        1    0.000    0.000    0.000    0.000 generate_metadata.py:1(<module>)
        2    0.000    0.000    0.066    0.033 generic.py:1(<module>)
       26    0.000    0.000    0.000    0.000 generic.py:104(generate_property)
        1    0.000    0.000    0.000    0.000 generic.py:10403(_logical_func)
        1    0.000    0.000    0.000    0.000 generic.py:10461(any)
        2    0.000    0.000    0.000    0.000 generic.py:10876(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 generic.py:10883(any)
        2    0.000    0.000    0.000    0.000 generic.py:11462(_doc_params)
        2    0.000    0.000    0.000    0.000 generic.py:11465(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:127(pin_allowlisted_properties)
        1    0.000    0.000    0.001    0.001 generic.py:1389(_get_data_to_aggregate)
        1    0.000    0.000    0.000    0.000 generic.py:1423(_wrap_agged_manager)
        2    0.000    0.000    0.000    0.000 generic.py:150(pinner)
        1    0.000    0.000    0.001    0.001 generic.py:165(SeriesGroupBy)
       12    0.000    0.000    0.000    0.000 generic.py:1674(_is_level_reference)
        9    0.000    0.000    0.000    0.000 generic.py:1705(_is_label_reference)
       18    0.000    0.000    0.000    0.000 generic.py:1727(<genexpr>)
       18    0.000    0.000    0.000    0.000 generic.py:1732(<genexpr>)
        3    0.000    0.000    0.000    0.000 generic.py:1735(_is_label_or_level_reference)
        7    0.000    0.000    0.000    0.000 generic.py:1760(_check_label_or_level_ambiguity)
        7    0.000    0.000    0.000    0.000 generic.py:1780(<genexpr>)
        6    0.000    0.000    0.001    0.000 generic.py:1804(_get_label_or_level_values)
        6    0.000    0.000    0.000    0.000 generic.py:1840(<listcomp>)
        3    0.000    0.000    0.002    0.001 generic.py:1869(_drop_labels_or_levels)
        3    0.000    0.000    0.000    0.000 generic.py:1900(<listcomp>)
        3    0.000    0.000    0.000    0.000 generic.py:1911(<listcomp>)
        3    0.000    0.000    0.000    0.000 generic.py:1913(<listcomp>)
        1    0.000    0.000    0.004    0.004 generic.py:198(NDFrame)
        8    0.000    0.000    0.000    0.000 generic.py:1999(__contains__)
        1    0.000    0.000    0.035    0.035 generic.py:2(<module>)
      704    0.003    0.000    0.004    0.000 generic.py:239(__init__)
      699    0.000    0.000    0.000    0.000 generic.py:328(attrs)
        1    0.000    0.000    0.607    0.607 generic.py:3388(to_csv)
     1398    0.000    0.000    0.000    0.000 generic.py:349(flags)
        3    0.000    0.000    0.000    0.000 generic.py:3591(_maybe_update_cacher)
      204    0.002    0.000    0.086    0.000 generic.py:3621(take)
      204    0.001    0.000    0.092    0.000 generic.py:3720(_take_with_is_copy)
        6    0.000    0.000    0.001    0.000 generic.py:3734(xs)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
       13    0.000    0.000    0.001    0.000 generic.py:3920(_slice)
      215    0.000    0.000    0.001    0.000 generic.py:3937(_set_is_copy)
        3    0.000    0.000    0.000    0.000 generic.py:3960(_check_setitem_copy)
        6    0.000    0.000    0.000    0.000 generic.py:4072(_check_inplace_and_allows_duplicate_labels)
        4    0.000    0.000    0.003    0.001 generic.py:4250(drop)
        5    0.000    0.000    0.004    0.001 generic.py:4286(_drop_axis)
     6111    0.003    0.000    0.004    0.000 generic.py:43(_check)
        3    0.000    0.000    0.000    0.000 generic.py:4372(_update_inplace)
        2    0.000    0.000    0.000    0.000 generic.py:441(_validate_dtype)
        1    0.000    0.000    0.000    0.000 generic.py:4727(reindex)
        2    0.000    0.000    0.000    0.000 generic.py:4960(<genexpr>)
        2    0.000    0.000    0.000    0.000 generic.py:514(_construct_axes_from_arguments)
        2    0.000    0.000    0.000    0.000 generic.py:543(<dictcomp>)
      838    0.000    0.000    0.000    0.000 generic.py:546(_get_axis_number)
      705    0.004    0.000    0.007    0.000 generic.py:5525(__finalize__)
        8    0.000    0.000    0.000    0.000 generic.py:554(_get_axis_name)
      606    0.001    0.000    0.001    0.000 generic.py:5569(__getattr__)
     1309    0.007    0.000    0.011    0.000 generic.py:5585(__setattr__)
      562    0.001    0.000    0.001    0.000 generic.py:560(_get_axis)
      205    0.001    0.000    0.018    0.000 generic.py:5640(_protect_consolidate)
      205    0.000    0.000    0.018    0.000 generic.py:5654(_consolidate_inplace)
      205    0.000    0.000    0.017    0.000 generic.py:5658(f)
      217    0.000    0.000    0.001    0.000 generic.py:566(_get_block_manager_axis)
       10    0.000    0.000    0.088    0.009 generic.py:5934(copy)
        1    0.000    0.000    0.000    0.000 generic.py:6058(_convert)
       15    0.000    0.000    0.000    0.000 generic.py:636(_info_axis)
       55    0.000    0.000    0.000    0.000 generic.py:660(ndim)
        1    0.000    0.000    0.000    0.000 generic.py:7234(isna)
        5    0.000    0.000    0.000    0.000 generic.py:757(_set_axis_nocheck)
        1    0.000    0.000    0.000    0.000 generic.py:763(DataFrameGroupBy)
        6    0.000    0.000    0.000    0.000 generic.py:767(_set_axis)
        1    0.000    0.000    0.000    0.000 generic.py:99(NamedAgg)
        5    0.000    0.000    0.062    0.012 generic.py:993(_rename)
     1064    0.001    0.000    0.002    0.000 genericpath.py:121(_splitext)
      256    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        8    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
     1557    0.001    0.000    0.006    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:229(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:277(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:298(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:319(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:387(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:455(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
       23    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:509(min)
       16    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.002    0.002 gov.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gov.py:152(_init)
        1    0.000    0.000    0.000    0.000 gov.py:49(GovWeb02Query)
        1    0.000    0.000    0.000    0.000 gov.py:55(GovDoc)
        1    0.000    0.000    0.000    0.000 gov.py:63(GovDocs)
        1    0.000    0.000    0.000    0.000 gov.py:64(__init__)
        1    0.000    0.000    0.002    0.002 gov2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gov2.py:116(Gov2Docs)
        1    0.000    0.000    0.000    0.000 gov2.py:117(__init__)
        1    0.000    0.000    0.000    0.000 gov2.py:220(Gov2Docstore)
        1    0.000    0.000    0.000    0.000 gov2.py:244(RewriteQids)
        3    0.000    0.000    0.000    0.000 gov2.py:245(__init__)
        1    0.000    0.000    0.000    0.000 gov2.py:266(Gov2DocCountFile)
        1    0.000    0.000    0.000    0.000 gov2.py:267(__init__)
        1    0.000    0.000    0.002    0.002 gov2.py:293(_init)
        1    0.000    0.000    0.000    0.000 gov2.py:43(Gov2Doc)
        1    0.000    0.000    0.000    0.000 gov2.py:52(Gov2DocIter)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:339(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:513(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:580(SubplotSpec)
        1    0.000    0.000    0.004    0.004 groupby.py:1(<module>)
        1    0.000    0.000    0.017    0.017 groupby.py:1494(_agg_general)
        1    0.000    0.000    0.016    0.016 groupby.py:1554(_cython_agg_general)
        1    0.000    0.000    0.015    0.015 groupby.py:1576(array_func)
        1    0.000    0.000    0.017    0.017 groupby.py:2223(first)
