         8319170 function calls (8259836 primitive calls) in 50.108 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _base.py:555(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:648(BrokenExecutor)
       31    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:758(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _bool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bool.py:24(Bool)
        1    0.000    0.000    0.000    0.000 _bool.py:9(_BoolMeta)
       32    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _cls_dict.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cls_dict.py:10(__new__)
        1    0.000    0.000    0.001    0.001 _cls_dict.py:25(<listcomp>)
        2    0.000    0.000    0.000    0.000 _cls_dict.py:29(__getitem__)
        1    0.000    0.000    0.000    0.000 _cls_dict.py:5(ClsDict)
        1    0.000    0.000    0.000    0.000 _cls_function.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cls_function.py:15(__init__)
       12    0.000    0.000    0.000    0.000 _cls_function.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 _cls_function.py:50(understands)
        1    0.000    0.000    0.000    0.000 _cls_function.py:62(__call__)
        1    0.000    0.000    0.000    0.000 _cls_function.py:9(ClsFunction)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 _collections.py:31(RecentlyUsedContainer)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       45    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
      127    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
      515    0.001    0.000    0.003    0.000 _collections_abc.py:657(get)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
      132    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:816(clear)
       30    0.000    0.000    0.001    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:17(CommutativePatternsParts)
        1    0.000    0.000    0.000    0.000 _common.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.001    0.001 _common_ancestor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:25(with_metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:33(metaclass)
        1    0.000    0.000    0.000    0.000 _compat.py:34(__new__)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _complex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _complex.py:13(Complex128)
        1    0.000    0.000    0.000    0.000 _complex.py:6(_Complex128Meta)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:620(PlotAccessor)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:198(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datetime64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datetime64.py:24(Datetime64)
        1    0.000    0.000    0.000    0.000 _datetime64.py:9(_Datetime64Meta)
        1    0.000    0.000    0.016    0.016 _decorators.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _decorators.py:165(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 _decorators.py:18(deprecate)
        7    0.000    0.000    0.000    0.000 _decorators.py:214(_format_argument_list)
       43    0.000    0.000    0.000    0.000 _decorators.py:252(future_version_msg)
       43    0.000    0.000    0.000    0.000 _decorators.py:260(deprecate_nonkeyword_arguments)
       43    0.000    0.000    0.001    0.000 _decorators.py:286(decorate)
        7    0.000    0.000    0.013    0.002 _decorators.py:302(wrapper)
        2    0.000    0.000    0.000    0.000 _decorators.py:318(rewrite_axis_style_signature)
        2    0.000    0.000    0.000    0.000 _decorators.py:321(decorate)
      246    0.000    0.000    0.000    0.000 _decorators.py:348(doc)
      246    0.001    0.000    0.014    0.000 _decorators.py:368(decorator)
      246    0.000    0.000    0.006    0.000 _decorators.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decorators.py:409(Substitution)
       56    0.000    0.000    0.000    0.000 _decorators.py:438(__init__)
       56    0.000    0.000    0.000    0.000 _decorators.py:444(__call__)
        1    0.000    0.000    0.000    0.000 _decorators.py:456(Appender)
      163    0.000    0.000    0.000    0.000 _decorators.py:478(__init__)
      163    0.000    0.000    0.014    0.000 _decorators.py:485(__call__)
        3    0.000    0.000    0.000    0.000 _decorators.py:493(indent)
        7    0.000    0.000    0.000    0.000 _decorators.py:93(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 _dist_ver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
      109    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       93    0.000    0.000    0.000    0.000 _dtype.py:307(_name_includes_bit_suffix)
       93    0.000    0.000    0.001    0.000 _dtype.py:321(_name_get)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _enums.py:103(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 _enums.py:140(CapStyle)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        3    0.000    0.000    0.000    0.000 _enums.py:176(__init__)
        3    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _enums.py:204(<listcomp>)
        6    0.000    0.000    0.000    0.000 _enums.py:27(_deprecate_case_insensitive_join_cap)
        1    0.000    0.000    0.000    0.000 _enums.py:44(JoinStyle)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _get_alias.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _get_alias.py:9(get_alias)
        1    0.000    0.000    0.000    0.000 _get_args.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _get_args.py:12(<listcomp>)
        8    0.000    0.000    0.000    0.000 _get_args.py:4(get_args)
        1    0.000    0.000    0.000    0.000 _get_mro.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _get_origin.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _get_origin.py:9(get_origin)
        1    0.000    0.000    0.000    0.000 _get_simple_name.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _get_simple_name.py:6(get_simple_name)
        2    0.000    0.000    0.015    0.007 _get_type.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _get_type.py:10(get_type)
        1    0.000    0.000    0.000    0.000 _get_type_hints_of_callable.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 _hashed_subscriptable_type.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _hashed_subscriptable_type.py:13(__getitem__)
        1    0.000    0.000    0.000    0.000 _hashed_subscriptable_type.py:6(HashedSubscriptableType)
        1    0.000    0.000    0.000    0.000 _hintable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hintable.py:9(_Hintable)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      616    0.000    0.000    0.001    0.000 _inspect.py:13(ismethod)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      612    0.003    0.000    0.003    0.000 _inspect.py:65(getargs)
      616    0.001    0.000    0.005    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.000    0.000 _instance_of.py:1(<module>)
       44    0.000    0.000    0.001    0.000 _instance_of.py:18(<genexpr>)
       22    0.000    0.000    0.001    0.000 _instance_of.py:21(_instance_of)
       22    0.000    0.000    0.001    0.000 _instance_of.py:4(instance_of)
        1    0.000    0.000    0.016    0.016 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
       50    0.000    0.000    0.000    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
       15    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:845(recursive)
        1    0.000    0.000    0.009    0.009 _internal_utils.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _io.py:79(optional_args)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _is_from_typing.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _is_from_typing.py:4(is_from_typing)
        1    0.000    0.000    0.000    0.000 _is_optional_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _is_type_annotation.py:1(<module>)
       11    0.000    0.000    0.001    0.000 _is_type_annotation.py:6(is_type_annotation)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1036(SeriesParser)
        1    0.000    0.000    0.000    0.000 _json.py:1084(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:135(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:190(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:205(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:235(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:615(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:814(Parser)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:29(LayoutGrid)
        1    0.000    0.000    0.000    0.000 _literal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _literal.py:17(_LiteralMeta)
        8    0.000    0.000    0.000    0.000 _literal.py:52(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _literal.py:56(LiteralAlias)
       19    0.000    0.000    0.000    0.000 _literal.py:6(is_literal_type)
        1    0.000    0.000    0.006    0.006 _mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1003(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1014(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1055(Node)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1085(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1111(Vbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1118(Hbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1125(Char)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1208(Accent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1238(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1299(Hlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1412(Vlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1491(Rule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1510(Hrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1521(Vrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1544(Glue)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1580(Fil)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1586(Fill)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1592(Filll)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1598(NegFil)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1604(NegFill)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1610(NegFilll)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1616(SsGlue)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1622(HCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1632(VCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1642(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1673(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1688(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1727(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1755(Ship)
        1    0.000    0.000    0.004    0.004 _mathtext.py:1923(Parser)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1932(_MathStyle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:222(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2292(State)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<lambda>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<listcomp>)
    10746    0.002    0.000    0.003    0.000 _mathtext.py:2507(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:330(BakomaFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:443(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:566(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:610(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:627(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:644(StixFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:71(Fonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:748(StixSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:756(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:947(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:983(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:994(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _methods.py:37(_amax)
        4    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
      661    0.000    0.000    0.005    0.000 _methods.py:53(_any)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:511(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:524(__init__)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _mixins.py:75(ravel_compat)
        1    0.000    0.000    0.000    0.000 _mixins.py:95(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 _monitor.py:93(report)
        1    0.000    0.000    0.001    0.001 _ndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndarray.py:12(NDArray)
        1    0.000    0.000    0.002    0.002 _ndarray_meta.py:101(__getitem__)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:135(_only_size)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:177(_NDArray)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:183(_after_subscription)
        1    0.000    0.000    0.001    0.001 _ndarray_meta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:39(_NDArrayMeta)
        2    0.000    0.000    0.000    0.000 _ndarray_meta.py:61(__eq__)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:94(__hash__)
        1    0.000    0.000    0.000    0.000 _normalize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _nptype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nptype.py:13(SimpleNPTypeMeta)
        1    0.000    0.000    0.000    0.000 _nptype.py:4(NPType)
        1    0.000    0.000    0.001    0.001 _number.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _number.py:125(UInt)
        1    0.000    0.000    0.000    0.000 _number.py:157(Float)
        1    0.000    0.000    0.000    0.000 _number.py:17(_NumberMeta)
        8    0.000    0.000    0.000    0.000 _number.py:27(__eq__)
       15    0.000    0.000    0.000    0.000 _number.py:30(__hash__)
        4    0.000    0.000    0.000    0.000 _number.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 _number.py:57(Number)
       14    0.000    0.000    0.000    0.000 _number.py:67(_after_subscription)
        1    0.000    0.000    0.000    0.000 _number.py:93(Int)
        1    0.000    0.000    0.000    0.000 _object.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _object.py:19(Object)
        1    0.000    0.000    0.000    0.000 _object.py:8(_ObjectMeta)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:18(ODFReader)
        1    0.000    0.000    0.001    0.001 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:21(ODSWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:32(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:508(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _optional.py:75(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.003    0.003 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.005    0.005 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
       12    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       30    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       12    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _py_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        6    0.000    0.000    0.000    0.000 _pylab_helpers.py:78(destroy_all)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:15(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 _something.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _something.py:77(Something)
        1    0.000    0.000    0.000    0.000 _something.py:8(_SomethingMeta)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _state.py:6(State)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
