         6205180 function calls (6143189 primitive calls) in 2618.830 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _ndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndarray.py:12(NDArray)
        1    0.000    0.000    0.002    0.002 _ndarray_meta.py:101(__getitem__)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:135(_only_size)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:177(_NDArray)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:183(_after_subscription)
        1    0.000    0.000    0.001    0.001 _ndarray_meta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:39(_NDArrayMeta)
        2    0.000    0.000    0.000    0.000 _ndarray_meta.py:61(__eq__)
        1    0.000    0.000    0.000    0.000 _ndarray_meta.py:94(__hash__)
        1    0.000    0.000    0.000    0.000 _nearest_centroid.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _nearest_centroid.py:24(NearestCentroid)
        1    0.000    0.000    0.001    0.001 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.001    0.001 _nmf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nmf.py:1096(NMF)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _nptype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nptype.py:13(SimpleNPTypeMeta)
        1    0.000    0.000    0.000    0.000 _nptype.py:4(NPType)
        1    0.000    0.000    0.001    0.001 _number.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _number.py:125(UInt)
        1    0.000    0.000    0.000    0.000 _number.py:157(Float)
        1    0.000    0.000    0.000    0.000 _number.py:17(_NumberMeta)
        8    0.000    0.000    0.000    0.000 _number.py:27(__eq__)
       15    0.000    0.000    0.000    0.000 _number.py:30(__hash__)
        4    0.000    0.000    0.000    0.000 _number.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 _number.py:57(Number)
       14    0.000    0.000    0.000    0.000 _number.py:67(_after_subscription)
        1    0.000    0.000    0.000    0.000 _number.py:93(Int)
        1    0.000    0.000    0.015    0.015 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _object.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _object.py:19(Object)
        1    0.000    0.000    0.000    0.000 _object.py:8(_ObjectMeta)
        1    0.000    0.000    0.000    0.000 _ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:105(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1199(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1240(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:595(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:762(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:777(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:839(vode)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:18(ODFReader)
        1    0.000    0.000    0.002    0.002 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:21(ODSWriter)
        1    0.000    0.000    0.000    0.000 _omp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _omp.py:547(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 _omp.py:767(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:120(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:32(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:508(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _optional.py:75(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:409(_PageL)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(__init__)
        1    0.000    0.000    0.024    0.024 _parallel_backends.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _parallel_backends.py:137(retrieval_context)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:185(in_main_thread)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:190(SequentialBackend)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:200(effective_n_jobs)
      400    0.001    0.000   29.088    0.073 _parallel_backends.py:206(apply_async)
      400    0.002    0.000    0.007    0.000 _parallel_backends.py:213(get_nested_backend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:222(PoolManagerMixin)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:227(effective_n_jobs)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:263(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:27(ParallelBackendBase)
      405    0.001    0.000    0.002    0.000 _parallel_backends.py:280(__init__)
      413    0.001    0.000    0.001    0.000 _parallel_backends.py:34(__init__)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:370(ThreadingBackend)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:389(configure)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:411(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:480(LokyBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:501(effective_n_jobs)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:568(ImmediateResult)
      400    0.000    0.000   29.085    0.073 _parallel_backends.py:569(__init__)
      400    0.000    0.000    0.000    0.000 _parallel_backends.py:574(get)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:578(SafeFunction)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:606(FallbackToBackend)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:609(__init__)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:70(configure)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:80(start_call)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:83(stop_call)
        4    0.000    0.000    0.000    0.000 _parallel_backends.py:86(terminate)
      404    0.000    0.000    0.000    0.000 _parallel_backends.py:89(compute_batch_size)
      400    0.000    0.000    0.000    0.000 _parallel_backends.py:93(batch_completed)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.003    0.003 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:10(PassiveAggressiveClassifier)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:261(PassiveAggressiveRegressor)
        1    0.000    0.000    0.000    0.000 _passive_aggressive.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pca.py:114(PCA)
        1    0.000    0.000    0.003    0.003 _pep440.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _perceptron.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _perceptron.py:8(Perceptron)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
       12    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       30    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       12    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        2    0.000    0.000    0.022    0.011 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:120(IOPriority)
       33    0.000    0.000    0.000    0.000 _pslinux.py:1510(wrap_exceptions)
        1    0.000    0.000    0.002    0.002 _pslinux.py:1531(Process)
        1    0.000    0.000    0.000    0.000 _pslinux.py:261(set_scputimes_ntuple)
        1    0.000    0.000    0.005    0.005 _pslinux.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:547(cpu_times)
        1    0.000    0.000    0.000    0.000 _pslinux.py:559(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:563(per_cpu_times)
        4    0.000    0.000    0.000    0.000 _pslinux.py:577(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:737(_Ipv6UnsupportedError)
        1    0.000    0.000    0.000    0.000 _pslinux.py:741(Connections)
        1    0.000    0.000    0.000    0.000 _pslinux.py:753(__init__)
        1    0.000    0.000    0.001    0.001 _psposix.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _psposix.py:60(<listcomp>)
        1    0.000    0.000    0.000    0.000 _py_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        6    0.000    0.000    0.001    0.000 _pylab_helpers.py:78(destroy_all)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:15(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1161(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:1327(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:527(QMCEngine)
        1    0.000    0.000    0.000    0.000 _qmc.py:681(Halton)
        1    0.000    0.000    0.000    0.000 _qmc.py:796(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _qmc.py:901(Sobol)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:22(_copy_func)
        1    0.000    0.000    0.000    0.000 _quadrature.py:48(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:62(cache_decorator)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _ranking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ransac.py:57(RANSACRegressor)
        1    0.000    0.000    0.000    0.000 _ransac.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:132(RBFInterpolator)
        2    0.000    0.000    0.002    0.001 _regression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regression.py:232(RadiusNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _regression.py:25(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _reingold_tilford.py:181(Tree)
        1    0.000    0.000    0.000    0.000 _reingold_tilford.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reingold_tilford.py:7(DrawTree)
        1    0.000    0.000    0.001    0.001 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:20(RelativeRiskResult)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ridge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ridge.py:1017(_XT_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _ridge.py:1053(_IdentityRegressor)
        1    0.000    0.000    0.000    0.000 _ridge.py:1063(_IdentityClassifier)
        1    0.000    0.000    0.000    0.000 _ridge.py:1076(_RidgeGCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:1584(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:1668(RidgeCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:1797(RidgeClassifierCV)
        1    0.000    0.000    0.000    0.000 _ridge.py:521(_BaseRidge)
        1    0.000    0.000    0.000    0.000 _ridge.py:603(Ridge)
        1    0.000    0.000    0.000    0.000 _ridge.py:765(RidgeClassifier)
        1    0.000    0.000    0.000    0.000 _ridge.py:987(_X_CenterStackOp)
        1    0.000    0.000    0.005    0.005 _root.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.010    0.010 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:176(NumericalInverseHermite)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _sag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scorer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scorer.py:125(_BaseScorer)
       52    0.000    0.000    0.000    0.000 _scorer.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _scorer.py:207(_PredictScorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:246(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:294(_ThresholdScorer)
       52    0.000    0.000    0.000    0.000 _scorer.py:537(make_scorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:63(_MultimetricScorer)
        1    0.000    0.000    0.001    0.001 _search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _search.py:1299(RandomizedSearchCV)
        1    0.000    0.000    0.000    0.000 _search.py:187(ParameterSampler)
        1    0.000    0.000    0.000    0.000 _search.py:410(BaseSearchCV)
        1    0.000    0.000    0.000    0.000 _search.py:51(ParameterGrid)
        1    0.000    0.000    0.000    0.000 _search.py:975(GridSearchCV)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.001    0.001 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1511(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1520(LMapCache)
        1    0.000    0.000    0.000    0.000 _shgo.py:446(SHGO)
        1    0.000    0.000    0.000    0.000 _show_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _something.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _something.py:77(Something)
        1    0.000    0.000    0.000    0.000 _something.py:8(_SomethingMeta)
        1    0.000    0.000    0.023    0.023 _sparse_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:15(SparsePCA)
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:211(MiniBatchSparsePCA)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:37(SphericalVoronoi)
        1    0.000    0.000    0.001    0.001 _split.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _split.py:1000(LeavePGroupsOut)
        1    0.000    0.000    0.000    0.000 _split.py:109(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 _split.py:1131(_RepeatedSplits)
        1    0.000    0.000    0.000    0.000 _split.py:1235(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 _split.py:1289(RepeatedStratifiedKFold)
        1    0.000    0.000    0.000    0.000 _split.py:1345(BaseShuffleSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1419(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1506(GroupShuffleSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1629(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1867(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 _split.py:188(LeavePOut)
        1    0.000    0.000    0.000    0.000 _split.py:1969(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 _split.py:267(_BaseKFold)
        1    0.000    0.000    0.000    0.000 _split.py:357(KFold)
        1    0.000    0.000    0.000    0.000 _split.py:447(GroupKFold)
        1    0.000    0.000    0.000    0.000 _split.py:49(BaseCrossValidator)
        1    0.000    0.000    0.000    0.000 _split.py:565(StratifiedKFold)
        1    0.000    0.000    0.000    0.000 _split.py:735(TimeSeriesSplit)
        1    0.000    0.000    0.000    0.000 _split.py:891(LeaveOneGroupOut)
        1    0.000    0.000    0.000    0.000 _stacking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stacking.py:258(StackingClassifier)
        1    0.000    0.000    0.000    0.000 _stacking.py:39(_BaseStacking)
        1    0.000    0.000    0.000    0.000 _stacking.py:534(StackingRegressor)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _state.py:6(State)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:1116(BaseSGDRegressor)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:1371(SGDRegressor)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:453(BaseSGDClassifier)
        1    0.000    0.000    0.001    0.001 _stochastic_gradient.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:51(_ValidationScoreCallback)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:71(BaseSGD)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:735(SGDClassifier)
        1    0.000    0.000    0.006    0.006 _store_backends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _store_backends.py:138(StoreBackendMixin)
        1    0.000    0.000    0.000    0.000 _store_backends.py:33(StoreBackendBase)
        1    0.000    0.000    0.000    0.000 _store_backends.py:335(FileSystemStoreBackend)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _structured_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _structured_type.py:14(_StructuredTypeMeta)
        1    0.000    0.000    0.000    0.000 _structured_type.py:15(__hash__)
        2    0.000    0.000    0.000    0.000 _structured_type.py:24(__eq__)
        1    0.000    0.000    0.000    0.000 _structured_type.py:54(StructuredType)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 _subarray_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subarray_type.py:16(_SubArrayTypeMeta)
        1    0.000    0.000    0.000    0.000 _subarray_type.py:17(__hash__)
        2    0.000    0.000    0.000    0.000 _subarray_type.py:25(__eq__)
        1    0.000    0.000    0.000    0.000 _subarray_type.py:53(SubArrayType)
        1    0.000    0.000    0.000    0.000 _subclass_of.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _subclass_of.py:122(_check_literal)
       17    0.000    0.000    0.000    0.000 _subclass_of.py:135(_is_true_case)
        6    0.000    0.000    0.000    0.000 _subclass_of.py:141(is_issubclass_case)
    34/26    0.000    0.000    0.000    0.000 _subclass_of.py:19(<genexpr>)
    17/13    0.000    0.000    0.000    0.000 _subclass_of.py:22(_subclass_of)
      6/4    0.000    0.000    0.000    0.000 _subclass_of.py:41(_forward_subclass_check)
        2    0.000    0.000    0.000    0.000 _subclass_of.py:66(_subclass_of_generic)
    17/13    0.000    0.000    0.000    0.000 _subclass_of.py:7(subclass_of)
        6    0.000    0.000    0.000    0.000 _subclass_of.py:85(<genexpr>)
        1    0.000    0.000    0.048    0.048 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:163(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 _subplots.py:9(SubplotBase)
        1    0.000    0.000    0.000    0.000 _subscriptable_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subscriptable_type.py:1(_SubscribedType)
        1    0.000    0.000    0.000    0.000 _subscriptable_type.py:10(SubscriptableType)
        9    0.000    0.000    0.000    0.000 _subscriptable_type.py:22(__init_subclass__)
       16    0.000    0.000    0.000    0.000 _subscriptable_type.py:27(__getitem__)
        1    0.000    0.000    0.001    0.001 _supervised.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__linux_x86_64-linux-gnu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:14(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:19(PytestTester)
       20    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.001    0.001 _text_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _theil_sen.py:196(TheilSenRegressor)
        1    0.000    0.000    0.000    0.000 _theil_sen.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:41(decorate)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _timedelta64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _timedelta64.py:24(Timedelta64)
        1    0.000    0.000    0.000    0.000 _timedelta64.py:9(_Timedelta64Meta)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _truncated_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _truncated_svd.py:25(TruncatedSVD)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:13(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.001    0.001 _trustregion_krylov.py:1(<module>)
